SentenceNo,SequenceNo,Speaker,Text,PolarityScore
994,522,WALKER,"What I'm saying is lift the political restrictions. When you do that, you empower our military personnel already there to work with the Kurd and the Sunni allies, to reclaim the territory taken by ISIS. And to do so in a way that allows that ISIS doesn't go back in Syria, as we were just talking about here.",-0.1
995,522,WALKER,"That is the fundamental problem going forward. We have a president - and Hillary Clinton was a part of this, by the way, who has made political decisions for our men and women in uniform. I want the men and women at home to know, if I'm commander-in-chief, I will only send you into harm's way when our national security is at risk. And if we do, you know you'll have our full support, the support of the American people, and you'll have a clear path for victory.",0.0
996,522,WALKER,(APPLAUSE),0.0
997,523,TAPPER,"Thank you, Governor.",0.0
998,523,TAPPER,"Senator Paul, I want to go to you, because you have said that the boots on the ground to fight ISIS need to be Arab boots. We just learned today that despite the Obama administration spending $500 million to help create those Arab boots, there are only four or five U.S. trained fighters in Syria fighting ISIS.",0.0
999,523,TAPPER,What does that say to you about the effectiveness of the idea of the boots on the ground need to be Arab boots?,0.0
1000,524,PAUL,"If you want boots on the ground, and you want them to be our sons and daughters, you got 14 other choices. There will always be a Bush or Clinton for you, if you want to go back to war in Iraq.",-0.125
1001,524,PAUL,"But the thing is, the first war was a mistake. And I'm not sending our sons and our daughters back to Iraq. The war didn't work. We can amplify those who live there.",0.0
1002,524,PAUL,The Kurds deserve to be armed and I'll arm them. We can use our Air Force to amplify the forces there. But the boots on the ground need to be the people who live there.,0.13636363636363635
1003,524,PAUL,"My goodness, I'm still upset with the Saudi Arabians for everything they do over there. They've funded the arms that went to the jihadists. They're not accepting any of the people, any of the migrants that have been - the refugees that are being pushed out of Syria. Saudi Arabia is not accepting one.",0.0
1004,524,PAUL,"Why are we always the world's patsies that we have to go over there and fight their wars for them? They need to fight their wars, we need to defend American interests, but it is not in America's national security interests to have another war in Iraq.",0.0
1005,525,TAPPER,"Thank you, Senator.",0.0
1006,525,TAPPER,(APPLAUSE),0.0
1007,525,TAPPER,"We're going to turn to some domestic issues now. I want to bring in my colleague, Dana Bash.",0.0
1008,526,BASH,Thank you.,0.0
1009,527,KASICH,"Can I just - can I - Jake, can I just make one point on this whole military discussion?",0.05
1010,528,TAPPER,Sure....,0.5
1011,529,KASICH,"I called for boots on the ground many months ago in a coalition with our friends who share our interest. You know, you win a battle with the military, and when we go somewhere, we need to be mobile, and lethal. We need to take care of business, and we need to come home.",0.35000000000000003
1012,529,KASICH,"But, we face, also, a bigger war - and you win the bigger war with the battle of ideas. You wonder why young people, and educated people, rich people, schooled people, have tried to join ISIS.",0.2375
1013,529,KASICH,"Western civilization, all of us, need to wake up to the fact that those murderers and rapists need to be called out, and in Western civilization we need to make it clear that our faith in the Jewish and Christian principals force us to live a life bigger than ourselves...",0.03376623376623377
1014,530,TAPPER,"...Thank you, Governor...",0.0
1015,531,KASICH,"...to make (ph) centers (ph) of justice so that we can battle the radicals, call them out for what they are, and make sure that all of our people feel fulfilled in living in Western civilization...",0.25
1016,532,TAPPER,"...Thank you, Governor. Dana Bash...",0.0
1017,533,KASICH,...This is a giant battle in the world today...,0.0
1018,534,FIORINA,"...Jake, since everyone has gotten to weigh in on this military issue, I'd like to be able to do the same.",0.13333333333333333
1019,534,FIORINA,"We have spent probably 12 minutes talking about the past. Let's talk about the future. We need the strongest military on the face of the planet, and everyone has to know it. And, specifically, what that means is we need about 50 Army brigades, we need about 36 Marine battalions, we need somewhere between 300, and 350 naval ships, we need to upgrade every leg of the nuclear triad...",0.0
1020,535,TAPPER,"Thank you, Mrs. Fiorina...",0.0
1021,536,FIORINA,"...we need to reform the Department of Defense, we need as well...",0.0
1022,537,BASH,...Thank you....,0.0
1023,538,TAPPER,"...Thank you, we're going to turn now to domestic issues with Dana Bash.",0.0
1024,539,FIORINA,"...to invest in our military technology, and we need to care for our veterans so 307,000...",-0.1
1025,540,TAPPER,...Dana Bash...,0.0
1026,540,TAPPER,(APPLAUSE),0.0
1027,541,FIORINA,...aren't dying waiting for health care.,0.0
1028,541,FIORINA,(APPLAUSE),0.0
1029,542,TAPPER,Thank you. (APPLAUSE),0.0
1030,543,TAPPER,Dana Bash?,0.0
1031,544,BASH,"Governor Bush, let's talk about the issue that's very important to Republican voters, and that's the Supreme Court. After Chief Justice John Roberts voted to uphold Obamacare twice, Senator Cruz criticized your brother for appointing John Roberts to the Supreme Court.",0.0
1032,544,BASH,"Looking back on it, did your brother make a mistake?",0.0
1033,545,BUSH,"Well, I'm surprised Senator Cruz would say that since he was as strong supporter of John Roberts at the time.",0.26666666666666666
1034,545,BUSH,"I will talk about what I will do as it relates to appointing Supreme Court Justices. We need to make sure that we have justices that, with a proven experienced record of respect for upholding the constitution. That is what we need. We can't have - the history in recent past is appoint people that have no experience so that you can't get attacked.",0.65
1035,545,BUSH,"And, that makes it harder for people to have confidence that they won't veer off...",-0.1
1036,546,BASH,...Is John Roberts one of those people?,0.0
1037,547,BUSH,"John Roberts has made some really good decisions, for sure, but he did not have a proven, extensive record that would have made the clarity the important thing, and that's what we need to do. And, I'm willing to fight for those nominees to make sure that they get passed. You can't do it the politically expedient way anymore. This is the culture in Washington. You have to fight hard for these appointments. This is perhaps the most important thing that the next president will do.",0.4
1038,548,BASH,"Do you like what you just heard, Senator Cruz?",0.0
1039,549,CRUZ,"Well, Dana, I've known John Roberts for 20 years, he's amazingly talented lawyer, but, yes, it was a mistake when he was appointed to the Supreme Court. He's a good enough lawyer that he knows in these Obamacare cases he changed the statute, he changed the law in order to force that failed law on millions of Americans for a political outcome.",0.04999999999999999
1040,549,CRUZ,"And, you know, we're frustrated as conservatives. We keep winning elections, and then we don't get the outcome we want. And, let me focus on two moments in time.",0.5
1041,549,CRUZ,"Number one, in 1990, in one room was David Souter, and in another room was Edith Jones, the rock ribbed (ph) conservative on the fifth circuit court of appeals. George Herbert Walker Bush appointed David Souter.",0.0
1042,549,CRUZ,"And then in 2005, in one room was John Roberts, in another room was my former boss, Mike Luttig, the rock ribbed (ph) conservative on the Fourth Circuit Court of Appeals...",0.0
