SentenceNo,SequenceNo,Speaker,Text,PolarityScore,Type
1357,724,TAPPER,How will the world look different once your Air Force One is parked in the hangar of your presidential library?,0.0,rep2
1358,724,TAPPER,Senator Paul?,0.0,rep2
1359,725,PAUL,"I met Ronald Reagan as a teenager, and my family, we're big supporters of him when he ran against Gerald Ford. It was a big deal because he was the grassroots, running against the establishment, and I'll never forget that. And, how he stood up and said, you know what, this is something new that our country needs, and our party needs.",0.13636363636363635,rep2
1360,725,PAUL,"If I were president, I would try to be one who says, you know what, I'm a Reagan Conservative. I'm someone who believes in peace through strength, and I would try to lead the country in that way knowing that our goal is peace, and that war is the last resort, not the first resort. And, that when we go to war, we go to war in a constitutional way, which means that we have to vote on it, that war is initiated by congress, not by the president, that we go to war electively (ph). That when we go to war, we don't fight with one arm tied behind our back, we fight all out to win, but then we come home.",0.0,rep2
1361,725,PAUL,(APPLAUSE),0.0,rep2
1362,726,HUCKABEE,"At the end of my presidency I would like to believe that the world would be a safe place, and there wouldn't be the threats. not only to the U.S., but to Israel and our allies, because we would have the most incredible well-trained, well-equipped, well- prepared military in the history of mankind. And they would know that the commander-in-chief would never send them to a mission without all the resources necessary, but people wouldn't bully us anymore. Because they would know that that would be an invitation to their destruction.",0.325,rep2
1363,726,HUCKABEE,"Domestically, we would be operating under a tax system that eliminated the IRS. People wouldn't be punished for their work, and for what they produced.",0.0,rep2
1364,726,HUCKABEE,"And life would be really deemed precious. Abortion would be no more. It would be as much of a scourge in our past as slavery is. And we would have a peaceful country, where people respected each other and people respected law enforcement. And we would focus on cures.",0.0625,rep2
1365,726,HUCKABEE,"And we would make this country not only safe from our enemies without, but safe from the enemies within. And it would be a good place to raise our kids and our grandkids.",0.3333333333333333,rep2
1366,726,HUCKABEE,(APPLAUSE),0.0,rep2
1367,727,RUBIO,"One of the things that made Ronald Reagan a great president, is that he understood that America was a unique nation, like any other that had existed throughout human history. He knew it was founded on universal principles that were powerful, the dignity of all people, human rights, the rights of all to live in freedom and liberty, and choose their own path in life. He didn't just believe it, he acted on it. That's why bringing down communism was so important to him. If I'm honored with the opportunity to be president, I hope that our Air Force One will fly, first and foremost, to our allies; in Israel, in South Korea, and Japan. They know we stand with them. That America can be counted on.",0.20727272727272728,rep2
1368,727,RUBIO,"It would also fly to China, not just to meet with our enemies, not just to meet with those adversaries of ours that are there, but also to meet with those that aspire to freedom and liberty within China. I would even invite them to my inauguration.",0.8,rep2
1369,727,RUBIO,"We would also fly into Moscow and into Russia. And not just meet with the leaders of Russia, but also meet with those who aspire to freedom and liberty in Russia. And ultimately, I hope that my Air Force One, if I become president, will one day land in a free Cuba, where its people can choose its leaders and its own destiny.",0.3333333333333333,rep2
1370,727,RUBIO,(APPLAUSE),0.0,rep2
1371,728,CRUZ,Ronald Reagan believed in America.,0.0,rep2
1372,728,CRUZ,"If I'm elected president our friends and allies across the globe will know that we stand with them. the bust of Winston Churchill will be back in the Oval Office, and the American embassy in Israel will be in Jerusalem.",0.0,rep2
1373,728,CRUZ,"Enemies across this world will know the United States is not to be trifled with. ISIS will be defeated. We will have a president willing to utter the words, ""radical Islamic terrorism,"" and the Ayatollah Khamenei will understand that he will never, ever, ever acquire nuclear weapons.",0.125,rep2
1374,728,CRUZ,"Here at home, we'll reignite the promise of America. Young people coming out of school, with student loans up to their eyeballs, will find instead of no jobs, two, three, four, five job opportunities.",0.1,rep2
1375,728,CRUZ,"How will that happen? Through tax reform. We'll pass a simple flat tax and abolish the IRS. And through regulatory reform, we will repeal every word of Obamacare.",0.0,rep2
1376,728,CRUZ,"You want to know what I'll do as president? It is real simple. We'll kill the terrorists, we'll repeal Obamacare, and we will defend the Constitution, every single word of it.",-0.07142857142857142,rep2
1377,728,CRUZ,(APPLAUSE),0.0,rep2
1378,729,CARSON,"Well, you know, I was a radical Democrat before I started listening to Ronald Reagan. And he didn't sound like what they said Republicans were.",0.0,rep2
1379,729,CARSON,"He sounded logical. And I hope that I sound logical also. Because when I look at what is going on with the United States of America, I see a lot of things that are not logical.",-0.125,rep2
1380,729,CARSON,"I see us allowing people to divide us, when in fact our strength is in our unity. I see people exercising the most irresponsible fiscal habits that anyone could possibly do. And hiding it from the American people, so that the majority of people have no idea what our financial situation is.",0.0,rep2
1381,729,CARSON,"So, when someone comes along and says, free college, free phones, free this and that, and the other, they say, ""wow, that's nice,"" having no idea that they're destabilizing our position. And I think also that Ronald Reagan was a master at understanding that a pinnacle nation has to be a nation that leads.",0.2958333333333334,rep2
1382,729,CARSON,"If we learn to lead in the Middle East right now, a coalition will form behind us, but never they do it if we just sit there and talk about it.",-0.038095238095238106,rep2
1383,729,CARSON,Real leadership is what I would hopefully bring to America.,0.2,rep2
1384,729,CARSON,(APPLAUSE),0.0,rep2
1385,730,TRUMP,"If I become president, we will do something really special. We will make this country greater than ever before. We'll have more jobs. We'll have more of everything.",0.35714285714285715,rep2
1386,730,TRUMP,"We were discussing disease, we were discussing all sorts of things tonight, many of which will just be words, it will just pass on. I don't want to say politicians, all talk, no action. But a lot of what we talked about is words and it will be forgotten very quickly.",0.5,rep2
1387,730,TRUMP,"If I'm president, many of the things that we discussed tonight will not be forgotten. We'll find solutions. And the world will respect us. They will respect us like never before. And it will be actually a friendlier world.",0.5,rep2
1388,730,TRUMP,"And I have to say, it is a great honor to be here tonight.",0.8,rep2
1389,730,TRUMP,(APPLAUSE),0.0,rep2
1390,731,BUSH,"Six million more people are living in poverty than the day that Barack Obama got elected president. Six million more people. The middle class has had declining income, workforce participation rates are lower than they were in 1977.",0.0,rep2
1391,731,BUSH,"For the first time in modern history, more businesses are failing than are being created. That is what the next president will have to deal with.",0.31666666666666665,rep2
1392,731,BUSH,"And I believe we can reverse course by creating a strategy of high sustained economic growth, not the new normal of 2 percent that all the left says we just have to get used to, but a 4 percent growth strategy where we reform how we tax, fix the broken regulatory system, embrace the energy revolution in our midst, fix the immigration system so we can turn it into an economic driver, deal with the structural fiscal problems that exist because of our entitlement problems that will overwhelm and create way too much debt.",0.08079545454545455,rep2
1393,731,BUSH,"If we grow at 4 percent, people are going to be lifted out of poverty. The great middle that defines our country will have a chance to be able to pursue their dreams as they see fit.",0.425,rep2
1394,731,BUSH,"That should be the great challenge and the great opportunity for the next president of the United States, to forge consensus to go back to a high-growth strategy. And then we'll be able to lead the world.",0.4,rep2
1395,731,BUSH,"Without a high-growth strategy, our country will never have the resources or the optimism to be able to lead the world, which the world desperately needs our leadership.",-0.04999999999999999,rep2
1396,731,BUSH,(APPLAUSE),0.0,rep2
1397,732,WALKER,"Well, I turned 13 years old two days before Ronald Reagan was first elected. A lot of people forget this, but just a few days before that election 1980, he was behind in the polls.",-0.30000000000000004,rep2
1398,732,WALKER,"And I think what changed things was people in America realized they didn't want to hear what was bad about America, they wanted to know how it was going to be better. Ronald Reagan wasn't just a conservative Republican, he was an eternal optimist in the American people.",-0.09999999999999992,rep2
1399,732,WALKER,"And I am too. So here's what I think will make America better. We need to live in a world where our children are free, are free from the threats of radical Islamic terrorism.",0.3121212121212121,rep2
1400,732,WALKER,"We need to live in an America where we have an economy, where everyone can live their piece of the American dream, no matter what that dream is. And we need to live in an America where we have a federal government that is not too big to fail, but ultimately small enough to succeed, where we send powers back to the states and back to the people.",-0.08766233766233766,rep2
1401,732,WALKER,"That's what I did in Wisconsin. We took on the big government union bosses, the big government special interests, many of whom came in from Washington, to spend millions of dollars to try and take me out because we stood up to them, we didn't back down in any of those instances.",0.11693121693121696,rep2
1402,732,WALKER,"If you give me the chance as your next president, I won't back down any day, anyway, anyhow. I'll fight and win for you and your families every single day I'm in office.",-0.05185185185185186,rep2
1403,732,WALKER,(APPLAUSE),0.0,rep2
1404,733,FIORINA,"I think what this nation can be and must be is symbolized by Lady Liberty and Lady Justice. Lady Liberty stands tall and strong. She is clear-eyed and resolute. She doesn't shield her eyes from the realities of the world, but she faces outward into the world nevertheless, as we always must.",0.0,rep2
